name,price,description,imageUrl,quantity,category,sku,available,discount
ProductC,73.45,Popular item,http://example.com/productc.jpg,53.0,Books,SKU0851,True,0.12
ProductD,182.89,Limited edition,http://example.com/productd.jpg,56.0,Sports,SKU0852,True,0.18
ProductC,158.96,High quality,http://example.com/productc.jpg,69.0,Home,SKU0853,True,0.24
ProductB,319.0,Eco-friendly,http://example.com/productb.jpg,9.0,Sports,SKU0854,True,0.46
ProductB,349.72,Eco-friendly,http://example.com/productb.jpg,54.0,Home,SKU0855,False,0.03
,,,,,,,,
,,,,,,,,
ProductC,191.33,Durable,http://example.com/productc.jpg,62.0,Electronics,SKU0858,False,0.47
ProductE,77.76,Limited edition,http://example.com/producte.jpg,65.0,Electronics,SKU0859,True,0.07
ProductD,86.11,High quality,http://example.com/productd.jpg,16.0,Books,SKU0860,True,0.17
ProductD,86.11,High quality,http://example.com/productd.jpg,16.0,Books,SKU0860,True,0.17
ProductA,347.18,High quality,http://example.com/producta.jpg,75.0,Sports,SKU0861,False,0.22
ProductA,57.91,Limited edition,http://example.com/producta.jpg,23.0,Clothing,SKU0862,False,0.48
ProductB,337.46,High quality,http://example.com/productb.jpg,21.0,Sports,SKU0863,False,0.37
ProductC,208.68,Popular item,http://example.com/productc.jpg,31.0,Books,SKU0864,True,0.38
ProductD,235.31,High quality,http://example.com/productd.jpg,20.0,Sports,SKU0865,False,0.09
ProductA,73.68,Durable,http://example.com/producta.jpg,14.0,Home,SKU0866,False,0.12
ProductA,73.68,Durable,http://example.com/producta.jpg,14.0,Home,SKU0866,False,0.12
,,,,,,,,
ProductA,132.94,Durable,http://example.com/producta.jpg,64.0,Clothing,SKU0868,False,0.31
ProductE,123.48,Popular item,http://example.com/producte.jpg,46.0,Sports,SKU0869,True,0.13
ProductC,459.07,Eco-friendly,http://example.com/productc.jpg,28.0,Electronics,SKU0870,True,0.41
ProductE,93.8,Popular item,http://example.com/producte.jpg,44.0,Clothing,SKU0871,True,0.01
ProductC,388.18,Eco-friendly,http://example.com/productc.jpg,13.0,Electronics,SKU0872,True,0.04
ProductA,404.34,Eco-friendly,http://example.com/producta.jpg,33.0,Clothing,SKU0873,False,0.01
ProductA,95.61,Popular item,http://example.com/producta.jpg,96.0,Home,SKU0874,True,0.33
,,,,,,,,
ProductB,195.72,Popular item,http://example.com/productb.jpg,44.0,Books,SKU0876,True,0.07
ProductE,392.4,High quality,http://example.com/producte.jpg,25.0,Clothing,SKU0877,True,0.35
ProductE,264.65,Durable,http://example.com/producte.jpg,85.0,Sports,SKU0878,False,0.38
ProductB,50.28,Eco-friendly,http://example.com/productb.jpg,90.0,Electronics,SKU0879,True,0.44
ProductC,196.53,Eco-friendly,http://example.com/productc.jpg,23.0,Clothing,SKU0880,True,0.01
ProductC,344.13,Durable,http://example.com/productc.jpg,4.0,Clothing,SKU0881,False,0.02
ProductC,344.13,Durable,http://example.com/productc.jpg,4.0,Clothing,SKU0881,False,0.02
,,,,,,,,
,,,,,,,,
ProductE,164.18,High quality,http://example.com/producte.jpg,71.0,Books,SKU0884,True,0.47
ProductA,114.32,Limited edition,http://example.com/producta.jpg,26.0,Books,SKU0885,False,0.23
ProductD,72.45,High quality,http://example.com/productd.jpg,58.0,Electronics,SKU0886,True,0.23
ProductC,280.35,Popular item,http://example.com/productc.jpg,36.0,Electronics,SKU0887,True,0.09
ProductC,280.35,Popular item,http://example.com/productc.jpg,36.0,Electronics,SKU0887,True,0.09
ProductC,417.08,Durable,http://example.com/productc.jpg,26.0,Clothing,SKU0888,False,0.12
ProductA,250.0,Limited edition,http://example.com/producta.jpg,61.0,Clothing,SKU0889,True,0.05
ProductA,488.53,Eco-friendly,http://example.com/producta.jpg,2.0,Electronics,SKU0890,True,0.03
ProductB,402.1,Limited edition,http://example.com/productb.jpg,21.0,Sports,SKU0891,False,0.43
ProductE,351.67,High quality,http://example.com/producte.jpg,58.0,Clothing,SKU0892,False,0.19
ProductB,284.55,Durable,http://example.com/productb.jpg,68.0,Clothing,SKU0893,False,0.33
ProductB,27.65,High quality,http://example.com/productb.jpg,57.0,Clothing,SKU0894,True,0.02
ProductB,49.42,Eco-friendly,http://example.com/productb.jpg,64.0,Sports,SKU0895,True,0.19
ProductB,49.42,Eco-friendly,http://example.com/productb.jpg,64.0,Sports,SKU0895,True,0.19
,,,,,,,,
ProductE,373.05,High quality,http://example.com/producte.jpg,18.0,Sports,SKU0897,True,0.43
ProductD,130.31,High quality,http://example.com/productd.jpg,60.0,Clothing,SKU0898,False,0.29
ProductB,447.17,Durable,http://example.com/productb.jpg,7.0,Books,SKU0899,False,0.32
ProductB,447.17,Durable,http://example.com/productb.jpg,7.0,Books,SKU0899,False,0.32
ProductC,311.65,High quality,http://example.com/productc.jpg,11.0,Clothing,SKU0900,False,0.42
ProductE,246.39,High quality,http://example.com/producte.jpg,3.0,Books,SKU0901,True,0.37
ProductC,196.19,Limited edition,http://example.com/productc.jpg,58.0,Books,SKU0902,True,0.48
ProductB,228.78,Eco-friendly,http://example.com/productb.jpg,92.0,Home,SKU0903,False,0.12
ProductA,457.75,High quality,http://example.com/producta.jpg,99.0,Home,SKU0904,False,0.15
ProductB,493.79,Popular item,http://example.com/productb.jpg,66.0,Sports,SKU0905,True,0.48
ProductB,44.86,Eco-friendly,http://example.com/productb.jpg,16.0,Home,SKU0906,False,0.04
ProductC,248.11,High quality,http://example.com/productc.jpg,56.0,Sports,SKU0907,True,0.5
ProductD,192.37,High quality,http://example.com/productd.jpg,58.0,Electronics,SKU0908,True,0.08
ProductA,219.98,Eco-friendly,http://example.com/producta.jpg,17.0,Sports,SKU0909,True,0.09
ProductE,276.92,Popular item,http://example.com/producte.jpg,79.0,Electronics,SKU0910,True,0.39
ProductB,372.1,Popular item,http://example.com/productb.jpg,44.0,Home,SKU0911,True,0.21
ProductE,59.98,Durable,http://example.com/producte.jpg,95.0,Books,SKU0912,False,0.08
,,,,,,,,
ProductC,254.68,Durable,http://example.com/productc.jpg,10.0,Clothing,SKU0914,True,0.28
ProductC,416.06,Eco-friendly,http://example.com/productc.jpg,16.0,Books,SKU0915,False,0.2
ProductD,409.94,Durable,http://example.com/productd.jpg,1.0,Electronics,SKU0916,False,0.14
ProductA,251.37,Eco-friendly,http://example.com/producta.jpg,9.0,Sports,SKU0917,False,0.01
ProductA,326.25,Eco-friendly,http://example.com/producta.jpg,53.0,Sports,SKU0918,False,0.33
,,,,,,,,
,,,,,,,,
ProductB,100.3,Limited edition,http://example.com/productb.jpg,46.0,Home,SKU0921,True,0.38
ProductC,323.55,Limited edition,http://example.com/productc.jpg,14.0,Electronics,SKU0922,False,0.42
ProductD,387.12,High quality,http://example.com/productd.jpg,18.0,Clothing,SKU0923,True,0.28
ProductD,494.58,Durable,http://example.com/productd.jpg,98.0,Home,SKU0924,True,0.05
ProductD,494.58,Durable,http://example.com/productd.jpg,98.0,Home,SKU0924,True,0.05
ProductC,51.81,Eco-friendly,http://example.com/productc.jpg,46.0,Books,SKU0925,True,0.37
ProductE,56.25,High quality,http://example.com/producte.jpg,17.0,Home,SKU0926,False,0.2
ProductE,159.51,High quality,http://example.com/producte.jpg,75.0,Home,SKU0927,False,0.23
,,,,,,,,
,,,,,,,,
ProductB,354.26,Popular item,http://example.com/productb.jpg,35.0,Books,SKU0930,False,0.16
ProductB,260.66,Eco-friendly,http://example.com/productb.jpg,48.0,Home,SKU0931,True,0.07
ProductE,481.63,Eco-friendly,http://example.com/producte.jpg,88.0,Clothing,SKU0932,False,0.46
ProductE,282.35,Limited edition,http://example.com/producte.jpg,16.0,Books,SKU0933,True,0.13
ProductA,209.37,Durable,http://example.com/producta.jpg,9.0,Books,SKU0934,True,0.1
ProductA,237.84,Eco-friendly,http://example.com/producta.jpg,19.0,Home,SKU0935,True,0.28
,,,,,,,,
ProductB,170.41,Popular item,http://example.com/productb.jpg,18.0,Home,SKU0937,False,0.13
ProductB,489.07,Popular item,http://example.com/productb.jpg,88.0,Books,SKU0938,False,0.05
ProductE,247.03,Eco-friendly,http://example.com/producte.jpg,72.0,Home,SKU0939,False,0.19
ProductA,18.05,Limited edition,http://example.com/producta.jpg,55.0,Home,SKU0940,True,0.16
ProductA,18.05,Limited edition,http://example.com/producta.jpg,55.0,Home,SKU0940,True,0.16
ProductC,240.26,Popular item,http://example.com/productc.jpg,41.0,Electronics,SKU0941,False,0.04
ProductC,389.9,High quality,http://example.com/productc.jpg,80.0,Home,SKU0942,False,0.3
ProductC,405.54,Durable,http://example.com/productc.jpg,77.0,Sports,SKU0943,True,0.16
ProductD,151.96,Eco-friendly,http://example.com/productd.jpg,48.0,Books,SKU0944,False,0.3
,,,,,,,,
ProductA,388.73,Durable,http://example.com/producta.jpg,25.0,Home,SKU0946,True,0.3
ProductE,388.59,Eco-friendly,http://example.com/producte.jpg,58.0,Clothing,SKU0947,True,0.17
ProductB,195.67,Popular item,http://example.com/productb.jpg,43.0,Electronics,SKU0948,False,0.35
ProductB,154.26,Eco-friendly,http://example.com/productb.jpg,28.0,Books,SKU0949,False,0.23
ProductE,267.24,Durable,http://example.com/producte.jpg,91.0,Clothing,SKU0950,False,0.25
ProductD,313.6,Limited edition,http://example.com/productd.jpg,62.0,Sports,SKU0951,False,0.21
ProductE,49.93,Limited edition,http://example.com/producte.jpg,47.0,Clothing,SKU0952,False,0.27
ProductB,201.87,Eco-friendly,http://example.com/productb.jpg,13.0,Sports,SKU0953,True,0.28
ProductD,27.7,Durable,http://example.com/productd.jpg,20.0,Electronics,SKU0954,False,0.04
ProductD,27.7,Durable,http://example.com/productd.jpg,20.0,Electronics,SKU0954,False,0.04
ProductE,229.96,Limited edition,http://example.com/producte.jpg,37.0,Clothing,SKU0955,True,0.48
ProductA,397.94,High quality,http://example.com/producta.jpg,84.0,Books,SKU0956,True,0.37
ProductA,255.82,High quality,http://example.com/producta.jpg,14.0,Clothing,SKU0957,True,0.09
ProductA,258.47,Durable,http://example.com/producta.jpg,3.0,Electronics,SKU0958,True,0.41
ProductA,258.47,Durable,http://example.com/producta.jpg,3.0,Electronics,SKU0958,True,0.41
ProductA,123.38,High quality,http://example.com/producta.jpg,38.0,Electronics,SKU0959,False,0.15
ProductD,102.18,Limited edition,http://example.com/productd.jpg,2.0,Sports,SKU0960,False,0.13
ProductB,322.34,Durable,http://example.com/productb.jpg,27.0,Sports,SKU0961,True,0.21
ProductE,166.49,Eco-friendly,http://example.com/producte.jpg,80.0,Clothing,SKU0962,True,0.44
ProductD,470.97,Eco-friendly,http://example.com/productd.jpg,32.0,Home,SKU0963,True,0.03
ProductB,322.06,High quality,http://example.com/productb.jpg,40.0,Sports,SKU0964,True,0.1
ProductA,195.7,High quality,http://example.com/producta.jpg,15.0,Clothing,SKU0965,True,0.15
ProductE,176.2,Eco-friendly,http://example.com/producte.jpg,63.0,Sports,SKU0966,False,0.07
ProductB,253.99,Eco-friendly,http://example.com/productb.jpg,26.0,Books,SKU0967,False,0.19
ProductD,89.33,Durable,http://example.com/productd.jpg,67.0,Books,SKU0968,False,0.37
ProductE,387.28,Eco-friendly,http://example.com/producte.jpg,80.0,Electronics,SKU0969,True,0.16
,,,,,,,,
ProductB,403.56,Eco-friendly,http://example.com/productb.jpg,54.0,Clothing,SKU0971,True,0.4
,,,,,,,,
ProductA,83.17,Durable,http://example.com/producta.jpg,85.0,Home,SKU0973,False,0.21
ProductB,315.77,Popular item,http://example.com/productb.jpg,59.0,Books,SKU0974,False,0.1
ProductD,19.35,High quality,http://example.com/productd.jpg,4.0,Sports,SKU0975,False,0.25
ProductD,223.79,Eco-friendly,http://example.com/productd.jpg,16.0,Books,SKU0976,True,0.31
ProductE,55.43,Limited edition,http://example.com/producte.jpg,77.0,Home,SKU0977,False,0.15
ProductE,283.03,Limited edition,http://example.com/producte.jpg,65.0,Books,SKU0978,False,0.14
ProductA,24.93,Durable,http://example.com/producta.jpg,92.0,Home,SKU0979,True,0.1
,,,,,,,,
ProductC,283.04,Limited edition,http://example.com/productc.jpg,8.0,Sports,SKU0981,True,0.21
ProductA,142.28,High quality,http://example.com/producta.jpg,24.0,Clothing,SKU0982,False,0.12
ProductC,50.05,Eco-friendly,http://example.com/productc.jpg,20.0,Books,SKU0983,True,0.32
ProductB,416.02,Durable,http://example.com/productb.jpg,7.0,Electronics,SKU0984,False,0.5
ProductC,430.6,High quality,http://example.com/productc.jpg,41.0,Home,SKU0985,False,0.14
ProductE,305.88,Popular item,http://example.com/producte.jpg,73.0,Clothing,SKU0986,True,0.26
ProductB,291.89,High quality,http://example.com/productb.jpg,82.0,Clothing,SKU0987,True,0.14
ProductC,213.77,Durable,http://example.com/productc.jpg,10.0,Books,SKU0988,False,0.24
,,,,,,,,
ProductA,340.55,High quality,http://example.com/producta.jpg,36.0,Electronics,SKU0990,True,0.12
ProductD,87.9,Limited edition,http://example.com/productd.jpg,22.0,Sports,SKU0991,True,0.43
ProductD,87.9,Limited edition,http://example.com/productd.jpg,22.0,Sports,SKU0991,True,0.43
ProductE,299.21,Limited edition,http://example.com/producte.jpg,18.0,Home,SKU0992,True,0.32
ProductA,383.04,Eco-friendly,http://example.com/producta.jpg,87.0,Books,SKU0993,False,0.4
ProductC,386.73,Popular item,http://example.com/productc.jpg,82.0,Clothing,SKU0994,True,0.14
ProductC,401.08,Popular item,http://example.com/productc.jpg,35.0,Home,SKU0995,False,0.36
,,,,,,,,
ProductC,57.77,Eco-friendly,http://example.com/productc.jpg,7.0,Clothing,SKU0997,False,0.05
ProductC,57.77,Eco-friendly,http://example.com/productc.jpg,7.0,Clothing,SKU0997,False,0.05
,,,,,,,,
ProductA,22.77,Popular item,http://example.com/producta.jpg,13.0,Clothing,SKU0999,False,0.33
